track_name,artist,genre,year,popularity,source,mood,mood_code,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms,key,mode
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,dance,0,100.0,spotify_114k,melancholic,0,0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.238,131.121,156943.0,2.0,1.0
Dance Monkey,Tones and I,australian pop,2019,100.0,spotify_2000,happy,5,0.82,0.59,-6.0,0.09,0.69,0.0,0.51,98.0,0.0,-1.0,-1.0
How You Remind Me,Nickelback,unknown,2002,99.0,billboard,happy,5,0.446,0.764,-5.042,0.033,0.00135,0.0,0.543,172.094,223840.0,10.0,1.0
Breathe,Faith Hill,unknown,2000,99.0,billboard,melancholic,0,0.529,0.496,-9.007,0.029,0.173,0.0,0.278,136.859,250547.0,7.0,1.0
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap;Quevedo,hip-hop,0,99.0,spotify_114k,happy,5,0.621,0.782,-5.548,0.044,0.0125,0.033,0.55,128.033,198937.0,2.0,1.0
In da Club,50 Cent,unknown,2003,99.0,billboard,euphoric,6,0.902,0.72,-2.776,0.347,0.26,0.0,0.805,90.059,193467.0,6.0,0.0
Levitating,Dua Lipa,unknown,2021,99.0,billboard,euphoric,6,0.7020000000000001,0.8250000000000001,-3.787,0.0601,0.00883,0.0,0.915,102.977,203064.0,6.0,0.0
Hanging by a Moment,Lifehouse,unknown,2001,99.0,billboard,energetic,7,0.541,0.864,-4.915,0.0357,0.00118,0.0,0.435,124.557,216067.0,1.0,1.0
Yeah!,Lil Jon,unknown,2004,99.0,billboard,euphoric,6,0.768,0.843,-4.549,0.0433,0.203,0.0,0.763,123.951,146133.0,9.0,1.0
Yeah!,Usher,unknown,2004,99.0,billboard,happy,5,0.894,0.791,-4.699,0.112,0.0183,0.0,0.583,105.018,250373.0,2.0,1.0
La Bachata,Manuel Turizo,latin,0,98.0,spotify_114k,euphoric,6,0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.85,124.98,162637.0,7.0,0.0
I'm Good (Blue),David Guetta;Bebe Rexha,pop,0,98.0,spotify_114k,energetic,7,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.304,128.04,175238.0,7.0,0.0
Fallin',Alicia Keys,unknown,2001,98.0,billboard,energetic,7,0.652,0.609,-7.519,0.037,0.263,0.00101,0.482,95.986,210200.0,11.0,0.0
Memories,Maroon 5,pop,2019,98.0,spotify_2000,calm,2,0.76,0.32,-7.0,0.05,0.84,0.0,0.57,91.0,0.0,-1.0,-1.0
Tusa,Karol G,latin,2019,98.0,musicon_v2,happy,5,0.8048780487804877,0.7100712105798577,0.874125874125874,0.3325358851674641,0.297979797979798,0.0,0.5797979797979799,0.3621468926553672,200960.0,-1.0,-1.0
Ignition,R. Kelly,unknown,2003,98.0,billboard,happy,5,0.795,0.523,-7.165,0.0423,0.061,0.0,0.855,133.024,186067.0,1.0,1.0
The Box,Roddy Ricch,latin,2019,98.0,musicon_v2,happy,5,0.907982261640798,0.5788402848423195,0.7552447552447551,0.0430622009569377,0.105050505050505,0.0,0.6484848484848486,0.4519774011299435,196653.0,-1.0,-1.0
Burn,Usher,unknown,2004,98.0,billboard,happy,5,0.796,0.477,-7.161,0.108,0.314,0.0,0.685,119.928,231933.0,1.0,1.0
Smooth,Santana,unknown,2000,98.0,billboard,euphoric,6,0.609,0.923,-3.908,0.0338,0.16,4.7300000000000005e-06,0.961,115.996,294987.0,9.0,1.0
Foolish,Ashanti,unknown,2002,98.0,billboard,euphoric,6,0.665,0.6950000000000001,-5.763,0.0532,0.347,0.0,0.707,90.119,227387.0,0.0,1.0
Smooth,Rob Thomas,unknown,2000,98.0,billboard,happy,5,0.59,0.637,-9.171,0.0301,0.00225,0.807,0.724,115.983,244924.0,9.0,1.0
Tití Me Preguntó,Bad Bunny,latin,0,97.0,spotify_114k,dark,1,0.65,0.715,-5.198,0.253,0.0993,0.000291,0.187,106.672,243716.0,5.0,0.0
Me Porto Bonito,Bad Bunny;Chencho Corleone,latino,0,97.0,spotify_114k,energetic,7,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.425,92.005,178567.0,1.0,0.0
All for You,Janet Jackson,unknown,2001,97.0,billboard,euphoric,6,0.753,0.934,-3.011,0.0736,0.0174,0.065,0.73,113.525,329933.0,2.0,1.0
If I Ain't Got You,Alicia Keys,unknown,2004,97.0,billboard,melancholic,0,0.609,0.444,-9.129,0.106,0.603,6.86e-06,0.166,118.402,228707.0,7.0,1.0
Get Busy,Sean Paul,unknown,2003,97.0,billboard,euphoric,6,0.741,0.8240000000000001,-4.143,0.0352,0.614,0.0,0.725,100.216,211666.0,10.0,0.0
Falling,Trevor Daniel,latin,2018,97.0,musicon_v2,melancholic,0,0.7838137472283814,0.4201424211597152,0.6818181818181817,0.0191387559808612,0.1242424242424242,0.0,0.2383838383838384,0.5090395480225989,159382.0,-1.0,-1.0
Everything I Wanted,Billie Eilish,latin,2019,97.0,musicon_v2,nostalgic,3,0.6951219512195123,0.2115971515768057,0.4825174825174824,0.0944976076555024,0.9111111111111112,0.7034261241970021,0.2454545454545454,0.4689265536723164,245426.0,-1.0,-1.0
Maria Maria,Santana,unknown,2000,97.0,billboard,happy,5,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.68,97.911,261973.0,2.0,1.0
Hot in Herre,Nelly,unknown,2002,97.0,billboard,euphoric,6,0.956,0.745,-4.753,0.12,0.206,0.0,0.912,107.075,228240.0,11.0,0.0
Under The Influence,Chris Brown,dance,0,96.0,spotify_114k,energetic,7,0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.31,116.992,184613.0,9.0,0.0
Crazy in Love,Beyoncé,unknown,2003,96.0,billboard,euphoric,6,0.646,0.77,-6.596,0.226,0.00249,0.0,0.681,99.165,236133.0,2.0,0.0
Ritmo (Bad Boys For Life),The Black Eyed Peas,latin,2019,96.0,musicon_v2,euphoric,6,0.7139689578713968,0.711088504577823,0.7447552447552446,0.055023923444976,0.0333333333333333,0.0010706638115631,0.6737373737373739,0.384180790960452,221714.0,-1.0,-1.0
This Love,Maroon 5,unknown,2004,96.0,billboard,euphoric,6,0.712,0.862,-4.612,0.0378,0.0525,0.0,0.809,95.051,206200.0,5.0,0.0
I Ain't Worried,OneRepublic,rock,0,96.0,spotify_114k,euphoric,6,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.825,139.994,148485.0,0.0,1.0
Efecto,Bad Bunny,latino,0,96.0,spotify_114k,melancholic,0,0.801,0.475,-8.797,0.0516,0.141,1.73e-05,0.234,98.047,213061.0,7.0,0.0
Dilemma,Nelly,unknown,2002,96.0,billboard,happy,5,0.727,0.552,-8.074,0.14,0.227,0.000164,0.607,168.189,289160.0,2.0,0.0
I Wanna Know,Joe,unknown,2000,96.0,billboard,happy,5,0.725,0.487,-5.959,0.0368,0.26,1.09e-05,0.599,136.086,296693.0,8.0,0.0
Drops of Jupiter (Tell Me),Train,unknown,2001,96.0,billboard,energetic,7,0.481,0.638,-5.862,0.0276,0.153,0.0,0.497,79.064,259933.0,0.0,1.0
When I'm Gone,3 Doors Down,unknown,2003,95.0,billboard,energetic,7,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.374,148.095,260333.0,7.0,1.0
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,95.0,spotify_2000,energetic,7,0.34,0.63,-7.0,0.04,0.16,0.0,0.35,150.0,0.0,-1.0,-1.0
Wherever You Will Go,The Calling,unknown,2002,95.0,billboard,energetic,7,0.558,0.719,-5.113,0.0267,0.0367,0.0,0.371,112.027,208600.0,2.0,1.0
The Way You Move,OutKast,unknown,2004,95.0,billboard,happy,5,0.871,0.597,-4.932,0.0464,0.126,0.000113,0.635,125.999,234000.0,5.0,0.0
Mr. Brightside,The Killers,unknown,2003,95.0,spotify_2023,dark,1,0.35,0.93,-6.578,0.08,0.0,0.0,0.24,148.0,0.0,-1.0,-1.0
Ojitos Lindos,Bad Bunny;Bomba Estéreo,latino,0,95.0,spotify_114k,dark,1,0.647,0.686,-5.745,0.0413,0.08,1.34e-06,0.268,79.928,258298.0,3.0,0.0
Everything You Want,Vertical Horizon,unknown,2000,95.0,billboard,euphoric,6,0.636,0.761,-6.389,0.0306,0.0517,0.0,0.736,93.896,257067.0,3.0,0.0
I'm Real,Ja Rule,unknown,2001,95.0,billboard,happy,5,0.7000000000000001,0.631,-6.085,0.107,0.401,0.0,0.558,83.403,252933.0,2.0,1.0
I'm Real,Jennifer Lopez,unknown,2001,95.0,billboard,happy,5,0.708,0.587,-7.93,0.151,0.273,0.0,0.554,83.46,262133.0,11.0,0.0
As It Was,Harry Styles,pop,0,95.0,spotify_114k,happy,5,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.662,173.93,167303.0,6.0,0.0
Yummy,Justin Bieber,latin,2020,95.0,musicon_v2,nostalgic,3,0.6485587583148559,0.5106815869786369,0.7587412587412586,0.1028708133971291,0.4080808080808081,0.0,0.5,0.6146892655367233,210427.0,-1.0,-1.0
bad guy,Billie Eilish,electropop,2019,95.0,spotify_2000,happy,5,0.7,0.43,-11.0,0.38,0.33,0.0,0.56,135.0,0.0,-1.0,-1.0
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",unknown,2013,95.0,spotify_2023,euphoric,6,0.79,0.81,-6.578,0.04,0.04,0.0,0.87,116.0,0.0,-1.0,-1.0
The Reason,Hoobastank,unknown,2004,94.0,billboard,dark,1,0.472,0.671,-4.649,0.029,0.0129,0.0,0.0681,82.952,232800.0,4.0,1.0
Glimpse of Us,Joji,pop,0,94.0,spotify_114k,nostalgic,3,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.268,169.914,233456.0,8.0,1.0
Smells Like Teen Spirit - Remastered 2021,Nirvana,unknown,1991,94.0,spotify_2023,happy,5,0.52,0.91,-6.578,0.07,0.0,0.0,0.73,117.0,0.0,-1.0,-1.0
Hot Girl Bummer,Blackbear,latin,2019,94.0,musicon_v2,happy,5,0.7771618625277161,0.5513733468972534,0.7412587412587411,0.069377990430622,0.1292929292929293,0.0,0.6848484848484849,0.5254237288135594,185093.0,-1.0,-1.0
Wake Me Up - Radio Edit,Avicii,unknown,2013,94.0,spotify_2023,happy,5,0.53,0.78,-6.578,0.05,0.0,0.0,0.66,124.0,0.0,-1.0,-1.0
A Thousand Miles,Vanessa Carlton,unknown,2002,94.0,billboard,energetic,7,0.56,0.8250000000000001,-3.862,0.0379,0.323,0.0,0.268,94.931,237493.0,11.0,1.0
Unwell,Matchbox Twenty,unknown,2003,94.0,billboard,energetic,7,0.256,0.788,-5.263,0.0403,0.0298,0.0,0.429,80.718,228707.0,6.0,0.0
Highest In The Room,Travis Scott,latin,2019,94.0,musicon_v2,melancholic,0,0.5776053215077604,0.4170905391658189,0.6818181818181817,0.0143540669856459,0.0555555555555555,0.0,0.0606060606060606,0.2231638418079096,175721.0,-1.0,-1.0
Moscow Mule,Bad Bunny,latino,0,94.0,spotify_114k,energetic,7,0.804,0.674,-5.453,0.0333,0.294,1.18e-06,0.292,99.968,245939.0,5.0,0.0
My Oh My (Feat. Dababy),Camila Cabello,latin,2019,94.0,musicon_v2,melancholic,0,0.7172949002217295,0.4821973550356053,0.7797202797202796,0.0119617224880382,0.0181818181818181,0.0,0.3868686868686868,0.384180790960452,170746.0,-1.0,-1.0
Ride It,Regard,latin,2019,94.0,musicon_v2,euphoric,6,0.8902439024390244,0.7466937945066124,0.8391608391608391,0.0801435406698564,0.1787878787878788,0.0,0.892929292929293,0.4570621468926554,157606.0,-1.0,-1.0
If You're Gone,Matchbox Twenty,unknown,2001,94.0,billboard,energetic,7,0.544,0.659,-7.191,0.0298,0.427,1.33e-06,0.361,109.933,274933.0,9.0,1.0
PROVENZA,KAROL G,reggae,0,93.0,spotify_114k,nostalgic,3,0.87,0.516,-8.006,0.0541,0.656,0.00823,0.53,111.005,210200.0,1.0,1.0
Another Love,Tom Odell,chill,0,93.0,spotify_114k,energetic,7,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.131,122.769,244360.0,4.0,0.0
Sweater Weather,The Neighbourhood,alternative,0,93.0,spotify_114k,energetic,7,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.398,124.053,240400.0,10.0,1.0
Let Me Blow Ya Mind,Eve,unknown,2001,93.0,billboard,happy,5,0.908,0.557,-4.243,0.107,0.242,0.0,0.897,90.032,230133.0,8.0,0.0
I Knew I Loved You,Savage Garden,unknown,2000,93.0,billboard,happy,5,0.61,0.497,-9.88,0.0279,0.32,6.11e-05,0.739,85.031,250360.0,9.0,1.0
I Don't Wanna Know,P. Diddy,unknown,2004,93.0,billboard,calm,2,0.73,0.284,-11.288,0.166,0.0268,0.501,0.484,193.971,225267.0,11.0,0.0
CUFF IT,Beyoncé,dance,0,93.0,spotify_114k,happy,5,0.78,0.689,-5.668,0.141,0.0368,9.69e-06,0.642,115.042,225388.0,7.0,1.0
Right Thurr,Chingy,unknown,2003,93.0,billboard,euphoric,6,0.866,0.749,-3.977,0.253,0.15,0.0,0.891,92.074,250747.0,2.0,1.0
Bop,Dababy,r&b,2019,93.0,musicon_v2,euphoric,6,0.7671840354767184,0.7833163784333673,0.853146853146853,0.4150717703349282,0.1909090909090909,0.0,0.8444444444444444,0.5073446327683616,159715.0,-1.0,-1.0
Life Is Good (Feat. Drake),Future,latin,2020,93.0,musicon_v2,happy,5,0.6640798226164079,0.602238046795524,0.7867132867132867,0.5514354066985646,0.0717171717171717,0.0,0.5131313131313131,0.5932203389830509,237735.0,-1.0,-1.0
Neverita,Bad Bunny,reggae,0,93.0,spotify_114k,melancholic,0,0.876,0.498,-7.511,0.0478,0.0706,0.0,0.428,122.016,173119.0,10.0,1.0
China,Anuel Aa,latin,2019,93.0,musicon_v2,happy,5,0.786031042128603,0.8046795523906409,0.86013986013986,0.0813397129186603,0.0858585858585858,0.0,0.6151515151515152,0.384180790960452,301714.0,-1.0,-1.0
Señorita,Shawn Mendes,latin,2019,93.0,musicon_v2,happy,5,0.7560975609756098,0.5320447609359106,0.7797202797202796,0.0107655502392344,0.0373737373737373,0.0,0.7575757575757577,0.4514124293785311,190960.0,-1.0,-1.0
Vete,Bad Bunny,latin,2019,93.0,musicon_v2,happy,5,0.8968957871396894,0.666327568667345,0.8356643356643355,0.200956937799043,0.0363636363636363,0.0,0.5313131313131314,0.3107344632768362,192024.0,-1.0,-1.0
Lose You To Love Me,Selena Gomez,latin,2019,93.0,musicon_v2,melancholic,0,0.4745011086474501,0.3285859613428281,0.6748251748251748,0.0287081339712918,0.5818181818181819,0.0,0.0929292929292929,0.3672316384180791,206459.0,-1.0,-1.0
Heartless,The Weeknd,r&b,2019,93.0,musicon_v2,energetic,7,0.5033259423503326,0.7456765005086471,0.7867132867132867,0.1088516746411483,0.006060606060606,0.0,0.2,0.7514124293785311,200080.0,-1.0,-1.0
In the End,Linkin Park,unknown,2002,93.0,billboard,energetic,7,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.4,105.143,216880.0,3.0,0.0
I Don't Wanna Know,Mario Winans,unknown,2004,93.0,billboard,melancholic,0,0.833,0.44,-8.173,0.0497,0.123,4.38e-05,0.424,97.01,256013.0,11.0,0.0
What's Luv?,Fat Joe,unknown,2002,92.0,billboard,euphoric,6,0.839,0.754,-4.165,0.0794,0.0119,4.7300000000000005e-06,0.866,93.863,229933.0,8.0,1.0
Amazed,Lonestar,unknown,2000,92.0,billboard,energetic,7,0.561,0.543,-8.498,0.0324,0.26,0.0,0.243,139.803,240867.0,1.0,1.0
Super Freaky Girl,Nicki Minaj,dance,0,92.0,spotify_114k,euphoric,6,0.95,0.891,-2.653,0.241,0.0645,1.77e-05,0.912,133.01,170977.0,2.0,1.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,dance,0,92.0,spotify_114k,happy,5,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.719,101.058,154486.0,2.0,1.0
I Wanna Be Yours,Arctic Monkeys,indie,0,92.0,spotify_114k,melancholic,0,0.464,0.417,-9.345,0.0256,0.136,0.022,0.479,67.528,183956.0,0.0,0.0
Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,0,92.0,spotify_114k,euphoric,6,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.802,106.999,239317.0,11.0,1.0
Fantasias,Rauw Alejandro,latin,2019,92.0,musicon_v2,euphoric,6,0.8891352549889135,0.6978636826042727,0.8426573426573425,0.0598086124401913,0.1444444444444444,0.0,0.795959595959596,0.3220338983050848,199711.0,-1.0,-1.0
No Idea,Don Toliver,latin,2019,92.0,musicon_v2,energetic,7,0.6419068736141906,0.607324516785351,0.8146853146853146,0.0980861244019138,0.5636363636363636,0.0010706638115631,0.3535353535353536,0.5141242937853108,153750.0,-1.0,-1.0
Hey Ya!,OutKast,unknown,2004,92.0,billboard,euphoric,6,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.965,79.526,235213.0,4.0,0.0
Miss You,Aaliyah,unknown,2003,92.0,billboard,nostalgic,3,0.678,0.338,-9.899,0.0319,0.655,0.0,0.502,109.888,245227.0,10.0,1.0
Thank You,Dido,unknown,2001,92.0,billboard,happy,5,0.725,0.583,-9.942,0.0427,0.3,0.0002379999999999,0.762,79.984,218360.0,1.0,0.0
Bandit (With Youngboy Never Broke Again),Juice Wrld,r&b,2019,92.0,musicon_v2,energetic,7,0.4401330376940132,0.624618514750763,0.7832167832167831,0.3863636363636363,0.0696969696969697,0.0,0.4292929292929293,0.8084745762711865,189323.0,-1.0,-1.0
Goodies,Ciara,unknown,2004,91.0,billboard,happy,5,0.8260000000000001,0.647,-6.306,0.0491,0.0277,1.52e-06,0.872,102.017,223000.0,5.0,0.0
Take On Me,a-ha,unknown,1984,91.0,spotify_2023,euphoric,6,0.57,0.9,-6.578,0.05,0.02,0.0,0.86,84.0,0.0,-1.0,-1.0
La Canción,J Balvin,latin,2019,91.0,musicon_v2,energetic,7,0.7505543237250555,0.6398779247202442,0.7867132867132867,0.3552631578947368,0.1535353535353535,0.0,0.4333333333333333,0.7858757062146893,242573.0,-1.0,-1.0
Hola - Remix,Dalex,latin,2019,91.0,musicon_v2,energetic,7,0.639689578713969,0.666327568667345,0.7797202797202796,0.3480861244019139,0.4757575757575758,0.0,0.3464646464646465,0.8186440677966103,249520.0,-1.0,-1.0
U Got It Bad,Usher,unknown,2002,91.0,billboard,happy,5,0.8160000000000001,0.5,-4.551,0.03,0.0227,1.53e-06,0.649,124.037,247840.0,1.0,1.0
"10,000 Hours (With Justin Bieber)",Dan + Shay,latin,2019,91.0,musicon_v2,energetic,7,0.639689578713969,0.6236012207527977,0.8286713286713285,0.0071770334928229,0.1545454545454545,0.0,0.4343434343434343,0.2994350282485876,167693.0,-1.0,-1.0
Tarot,Bad Bunny;Jhayco,reggae,0,91.0,spotify_114k,energetic,7,0.795,0.684,-3.971,0.0419,0.0225,0.0,0.419,114.011,237894.0,11.0,0.0
Lalala,Y2K,latin,2019,91.0,musicon_v2,calm,2,0.8492239467849223,0.380467955239064,0.7132867132867131,0.0777511961722488,0.1828282828282828,0.0,0.501010101010101,0.5254237288135594,160627.0,-1.0,-1.0
Blinding Lights,The Weeknd,unknown,2019,91.0,spotify_2023,energetic,7,0.5,0.8,-6.578,0.07,0.0,0.0,0.38,171.0,0.0,-1.0,-1.0
How Do You Sleep?,Sam Smith,latin,2019,91.0,musicon_v2,energetic,7,0.4434589800443459,0.6765005086469991,0.818181818181818,0.0861244019138755,0.1545454545454545,0.0,0.3484848484848485,0.415819209039548,202205.0,-1.0,-1.0
Caile,Luar La L,latin,0,91.0,spotify_114k,energetic,7,0.704,0.756,-4.948,0.448,0.298,3.75e-06,0.461,121.737,141340.0,0.0,1.0
LOKERA,Rauw Alejandro;Lyanno;Brray,latin,0,91.0,spotify_114k,happy,5,0.834,0.828,-2.657,0.0452,0.21,5.91e-06,0.58,102.019,195294.0,11.0,0.0
Futsal Shuffle 2020,Lil Uzi Vert,latin,2019,91.0,musicon_v2,melancholic,0,0.8913525498891351,0.4476093591047814,0.7027972027972027,0.1626794258373206,0.0333333333333333,0.0,0.298989898989899,0.5649717514124294,198913.0,-1.0,-1.0
Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,hip-hop,0,91.0,spotify_114k,energetic,7,0.529,0.673,-4.711,0.175,0.000307,2.41e-06,0.366,165.921,218364.0,0.0,1.0
Ayy Macarena,Tyga,latin,2019,91.0,musicon_v2,happy,5,0.819290465631929,0.6236012207527977,0.7937062937062935,0.2464114832535885,0.1343434343434343,0.0,0.7222222222222223,0.3361581920903955,131607.0,-1.0,-1.0
South Of The Border (Feat. Camila Cabello & Cardi B),Ed Sheeran,latin,2019,91.0,musicon_v2,happy,5,0.8647450110864745,0.614445574771109,0.7657342657342656,0.0741626794258373,0.1494949494949495,0.0,0.6747474747474748,0.3446327683615819,204467.0,-1.0,-1.0
Lose Control,Meduza,r&b,2019,91.0,musicon_v2,happy,5,0.5776053215077604,0.5178026449643948,0.6853146853146852,0.0263157894736842,0.1303030303030303,0.0,0.5343434343434343,0.4909604519774012,168387.0,-1.0,-1.0
Bent,Matchbox Twenty,unknown,2000,91.0,billboard,happy,5,0.518,0.8300000000000001,-6.814,0.0386,0.0404,3.85e-06,0.527,95.468,256133.0,6.0,0.0
Again,Lenny Kravitz,unknown,2001,91.0,billboard,happy,5,0.55,0.804,-5.218,0.0271,0.0148,4.33e-05,0.789,79.166,231667.0,2.0,1.0
Picture,Kid Rock,unknown,2003,91.0,billboard,melancholic,0,0.6920000000000001,0.496,-7.332,0.0241,0.172,6.42e-06,0.376,97.945,298960.0,7.0,1.0
Blurry,Puddle of Mudd,unknown,2002,90.0,billboard,happy,5,0.431,0.938,-4.507,0.0542,0.00805,0.0,0.523,157.462,304000.0,3.0,0.0
Atlantis,Seafret,folk,0,90.0,spotify_114k,melancholic,0,0.4,0.479,-7.989,0.0308,0.0529,2.14e-06,0.213,166.159,229173.0,8.0,0.0
Lean Back,Terror Squad,unknown,2004,90.0,billboard,euphoric,6,0.783,0.916,-3.344,0.415,0.11,0.0,0.6950000000000001,95.321,247427.0,1.0,1.0
Lean Back,Fat Joe,unknown,2004,90.0,billboard,happy,5,0.611,0.754,-5.035,0.366,0.116,0.0,0.5650000000000001,126.961,290267.0,1.0,0.0
GATÚBELA,KAROL G;Maldy,reggae,0,90.0,spotify_114k,energetic,7,0.627,0.858,-2.824,0.386,0.263,0.0,0.342,92.523,209160.0,11.0,0.0
Party,Bad Bunny;Rauw Alejandro,reggaeton,0,90.0,spotify_114k,energetic,7,0.829,0.799,-5.389,0.0897,0.0151,0.000543,0.471,97.013,227628.0,9.0,1.0
Running Up That Hill (A Deal With God),Kate Bush,pop,0,90.0,spotify_114k,energetic,7,0.629,0.547,-13.123,0.055,0.72,0.00314,0.197,108.375,298933.0,10.0,0.0
La Corriente,Bad Bunny;Tony Dize,reggaeton,0,90.0,spotify_114k,happy,5,0.663,0.786,-3.51,0.195,0.229,0.0,0.579,196.12,198367.0,11.0,0.0
Ferrari,James Hype;Miggy Dela Rosa,dance,0,90.0,spotify_114k,euphoric,6,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.692,125.004,186661.0,1.0,0.0
I Don'T Care (With Justin Bieber),Ed Sheeran,latin,2019,90.0,musicon_v2,euphoric,6,0.7993348115299335,0.6693794506612412,0.8146853146853146,0.0287081339712918,0.0919191919191919,0.0,0.8505050505050507,0.3672316384180791,219947.0,-1.0,-1.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,hip-hop,0,90.0,spotify_114k,energetic,7,0.637,0.715,-4.971,0.0455,0.148,0.0,0.308,141.872,210575.0,2.0,0.0
Sigues Con El,Dimelo Flow,latin,2019,90.0,musicon_v2,euphoric,6,0.8935698447893569,0.6622583926754833,0.8846153846153845,0.1112440191387559,0.1111111111111111,0.0010706638115631,0.6828282828282828,0.288135593220339,226533.0,-1.0,-1.0
Old Town Road - Remix,Lil Nas X,latin,2019,90.0,musicon_v2,happy,5,0.8880266075388026,0.612410986775178,0.7937062937062935,0.0980861244019138,0.0535353535353535,0.0,0.6454545454545455,0.5593220338983051,157067.0,-1.0,-1.0
7 Rings,Ariana Grande,pop,2019,90.0,musicon_v2,nostalgic,3,0.7771618625277161,0.3051881993896236,0.6153846153846153,0.3755980861244019,0.5979797979797981,0.0,0.3303030303030304,0.5819209039548023,178627.0,-1.0,-1.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,dance,0,90.0,spotify_114k,happy,5,0.801,0.601,-7.574,0.255,0.0777,3.23e-05,0.74,159.969,182906.0,8.0,0.0
"Sex, Drugs, Etc.",Beach Weather,rock,0,90.0,spotify_114k,energetic,7,0.572,0.839,-5.083,0.0377,0.013,0.00976,0.465,143.969,196784.0,4.0,0.0
Callaita,Bad Bunny,latin,2019,90.0,musicon_v2,energetic,7,0.5909090909090909,0.6174974567650051,0.8216783216783216,0.3456937799043061,0.6060606060606061,0.0,0.2464646464646464,0.7864406779661016,250534.0,-1.0,-1.0
Adicto (With Anuel Aa & Ozuna),Tainy,latin,2019,90.0,musicon_v2,happy,5,0.7283813747228381,0.8331637843336724,0.8216783216783216,0.0645933014354067,0.0171717171717171,0.0,0.6292929292929293,0.2429378531073446,270741.0,-1.0,-1.0
Ballin' (With Roddy Ricch),Mustard,r&b,2019,90.0,musicon_v2,nostalgic,3,0.811529933481153,0.5371312309257376,0.7552447552447551,0.0645933014354067,0.395959595959596,0.0,0.2464646464646464,0.3389830508474576,180435.0,-1.0,-1.0
Ransom,Lil Tecca,r&b,2019,90.0,musicon_v2,dark,1,0.7405764966740577,0.6358087487283826,0.7692307692307692,0.319377990430622,0.0202020202020202,0.0,0.2282828282828283,0.807909604519774,131240.0,-1.0,-1.0
Suicidal,Ynw Melly,latin,2019,90.0,musicon_v2,melancholic,0,0.7305986696230597,0.358087487283825,0.6503496503496502,0.0586124401913875,0.3373737373737374,0.0,0.2373737373737374,0.5819209039548023,222997.0,-1.0,-1.0
Trampoline (With Zayn),Shaed,pop,2019,90.0,musicon_v2,romantic,4,0.6008869179600886,0.4496439471007121,0.7867132867132867,0.0155502392344497,0.5656565656565657,0.0,0.503030303030303,0.5073446327683616,184280.0,-1.0,-1.0
One Dance,"Drake, WizKid, Kyla",unknown,2016,90.0,spotify_2023,energetic,7,0.77,0.63,-6.578,0.05,0.01,0.0,0.36,104.0,0.0,-1.0,-1.0
Te Felicito,Shakira;Rauw Alejandro,latin,0,90.0,spotify_114k,happy,5,0.695,0.636,-4.654,0.317,0.234,0.0,0.575,174.14,172235.0,5.0,1.0
Que Tire Pa Lante,Daddy Yankee,latin,2019,90.0,musicon_v2,euphoric,6,0.6441241685144123,0.8992878942014242,0.8916083916083914,0.0191387559808612,0.0484848484848484,0.0,0.7151515151515152,0.3220338983050848,210520.0,-1.0,-1.0
Goodbyes (Feat. Young Thug),Post Malone,latin,2019,90.0,musicon_v2,energetic,7,0.5221729490022172,0.6469989827060021,0.853146853146853,0.0729665071770334,0.4606060606060607,0.0,0.1646464646464646,0.6389830508474577,174853.0,-1.0,-1.0
Until I Found You,Stephen Sanchez,pop,0,90.0,spotify_114k,nostalgic,3,0.539,0.508,-6.05,0.0288,0.727,0.0,0.227,101.358,177720.0,10.0,1.0
I Was Never There,The Weeknd;Gesaffelstein,pop,0,90.0,spotify_114k,dark,1,0.323,0.737,-4.008,0.0338,0.142,0.000162,0.155,113.26,241066.0,10.0,1.0
Somebody That I Used To Know,"Gotye, Kimbra",unknown,2011,90.0,spotify_2023,happy,5,0.86,0.52,-6.578,0.04,0.54,0.0,0.75,129.0,0.0,-1.0,-1.0
